ngram,freq,High,Low,Medium,None,max.value,max.prop
ㄴ/ETM,289,0.141868512,0.096885813,0.685121107,0.076124567,Medium,0.685121107
ㄴ/JX,22,0.090909091,0.045454545,0.772727273,0.090909091,Medium,0.772727273
ㄴ가/EC,6,0.166666667,0.166666667,0.166666667,0.5,None,0.5
ㄴ가/EF,9,0.222222222,0.111111111,0.111111111,0.555555556,None,0.555555556
ㄴ다*/EF,1,0,1,0,0,Low,1
ㄴ다/EC,5,0,0,0.8,0.2,Medium,0.8
ㄴ다/EF,17,0.058823529,0.176470588,0.705882353,0.058823529,Medium,0.705882353
ㄴ다고/EC,8,0,0.25,0.625,0.125,Medium,0.625
ㄴ다는/ETM,9,0,0.111111111,0.777777778,0.111111111,Medium,0.777777778
ㄴ다며/EC,1,0,0,1,0,Medium,1
ㄴ다면/EC,1,0,0,0,1,None,1
ㄴ다면/EF,1,0,0,0,1,None,1
ㄴ다지만/EC,1,0,0,0,1,None,1
ㄴ답니다/EF,1,0,0,1,0,Medium,1
ㄴ데/EC,3,0,0,0,1,None,1
ㄴ데/EF,1,0,0,0,1,None,1
ㄴ들/EC,1,0,0,1,0,Medium,1
ㄴ듯/EC,2,0,0,0.5,0.5,Medium,0.5
ㄴ지/EC,6,0,0.166666667,0.333333333,0.5,None,0.5
나*/NP,1,0,0,1,0,Medium,1
나/EC,3,0,0.333333333,0.333333333,0.333333333,Low,0.333333333
나/JC,4,0,0.25,0.75,0,Medium,0.75
나/JX,7,0.142857143,0,0.285714286,0.571428571,None,0.571428571
나/NNP,1,0,0,1,0,Medium,1
나/NP,20,0.05,0.05,0.9,0,Medium,0.9
나/VV,14,0.071428571,0,0.928571429,0,Medium,0.928571429
나/VX,1,0,0,1,0,Medium,1
나가/VV,4,0,0.25,0.75,0,Medium,0.75
나가/VX,1,0,0,1,0,Medium,1
나귀/NNG,1,0,1,0,0,Low,1
나누/VV,3,0,0,1,0,Medium,1
나돌/VV,1,0,0,1,0,Medium,1
나라/NNG,4,0,0.25,0.75,0,Medium,0.75
나름/NNB,3,0,0,1,0,Medium,1
나무/NNG,2,0.5,0,0.5,0,High,0.5
나무라/VV,1,0,0,1,0,Medium,1
나비/NNG,4,0,0.25,0.75,0,Medium,0.75
나쁘/VA,3,0.333333333,0,0.666666667,0,Medium,0.666666667
나서/VV,6,0,0.166666667,0.833333333,0,Medium,0.833333333
나아가/VV,2,0.5,0,0,0.5,High,0.5
나약/XR,1,0,0,1,0,Medium,1
나오/VV,14,0,0.142857143,0.857142857,0,Medium,0.857142857
나요/EF,1,0,0,1,0,Medium,1
나이/NNG,5,0,0.2,0.8,0,Medium,0.8
나중/NNG,1,0,0,1,0,Medium,1
나타나/VV,1,0,0,1,0,Medium,1
나타내/VV,2,0.5,0,0.5,0,High,0.5
낙천/NNG,1,0,0,1,0,Medium,1
낙후/NNG,1,0,0,1,0,Medium,1
난리/NNG,1,0,1,0,0,Low,1
난투극/NNG,1,0,0,1,0,Medium,1
난해/XR,3,0,0,1,0,Medium,1
날/NNG,2,0,0,1,0,Medium,1
날씬/XR,1,0,0,1,0,Medium,1
날카롭/VA,1,0,0,1,0,Medium,1
남/NNG,4,0,0,1,0,Medium,1
남/VV,4,0.25,0,0.75,0,Medium,0.75
남녀/NNG,1,0,0,1,0,Medium,1
남미/NNP,1,0,0,1,0,Medium,1
남발/NNG,1,0,1,0,0,Low,1
남방/NNG,1,0,0,1,0,Medium,1
남산/NNP,1,0,1,0,0,Low,1
남성/NNG,2,0,0.5,0.5,0,Low,0.5
남자/NNG,3,0.333333333,0,0.666666667,0,Medium,0.666666667
남쪽/NNG,1,0,1,0,0,Low,1
남편/NNG,4,0,0.75,0.25,0,Low,0.75
남한/NNP,1,0,0,1,0,Medium,1
납득/NNG,1,0,0,1,0,Medium,1
낫/VA,1,0,0,1,0,Medium,1
낭랑/XR,1,0,0,1,0,Medium,1
낮/VA,2,0,0,1,0,Medium,1
낮추/VV,2,0,0,1,0,Medium,1
낯익/VA,1,0,1,0,0,Low,1
낳/VV,2,0,0,1,0,Medium,1
내*/NP,1,0,0,1,0,Medium,1
내/NP,6,0.166666667,0,0.833333333,0,Medium,0.833333333
내/VV,8,0.25,0.125,0.625,0,Medium,0.625
내/VX,6,0,0.166666667,0.666666667,0.166666667,Medium,0.666666667
내걸/VV,2,0,0,1,0,Medium,1
내내/MAG,1,0,0,1,0,Medium,1
내년/NNG,1,0,0,1,0,Medium,1
내놓/VV,4,0,0,1,0,Medium,1
내다보이/VV,1,0,0,1,0,Medium,1
내려오/VV,1,1,0,0,0,High,1
내리/MAG,1,0,0,0,1,None,1
내리/VV,3,0,0,1,0,Medium,1
내맘/NNG,1,0,0,1,0,Medium,1
내면/NNG,1,0,1,0,0,Low,1
내밀/VV,1,0,0,1,0,Medium,1
내버리/VV,1,1,0,0,0,High,1
내부/NNG,1,1,0,0,0,High,1
내성/NNG,1,0,0,1,0,Medium,1
내세우/VV,1,0,0,1,0,Medium,1
내실/NNG,1,0,0,1,0,Medium,1
내용/NNG,3,0.333333333,0,0.666666667,0,Medium,0.666666667
내용물/NNG,1,0,1,0,0,Low,1
내일/NNG,1,0,0,1,0,Medium,1
내지/MAG,1,0,0,0,1,None,1
내치/VV,1,0,0,0,1,None,1
내포/NNG,1,0,0,1,0,Medium,1
냄새/NNG,1,1,0,0,0,High,1
냉소/NNG,1,0,0,1,0,Medium,1
냉정/XR,1,0,0,1,0,Medium,1
냐/EF,1,0,0,1,0,Medium,1
냐는/ETM,1,0,0,1,0,Medium,1
너무/MAG,7,0.142857143,0.142857143,0.714285714,0,Medium,0.714285714
너무나/MAG,4,1,0,0,0,High,1
너희/NP,2,0,0,1,0,Medium,1
널리/MAG,3,0,0,1,0,Medium,1
넓/VA,2,0,0,1,0,Medium,1
넘/VV,3,0.333333333,0.666666667,0,0,Low,0.666666667
넘기/VV,1,0,0,1,0,Medium,1
넘어서/VV,5,0.2,0.4,0.4,0,Low,0.4
넘치/VV,1,1,0,0,0,High,1
넣/VV,1,0,0,1,0,Medium,1
네/EC,2,0,0.5,0.5,0,Low,0.5
네/EF,2,0,0,1,0,Medium,1
네/NP,1,0,0,1,0,Medium,1
네요/EF,1,0,1,0,0,Low,1
년/NNB,11,0,0.272727273,0.727272727,0,Medium,0.727272727
년대/NNB,1,0,0,1,0,Medium,1
노골/NNG,1,0,0,1,0,Medium,1
노동/NNG,1,0,0,1,0,Medium,1
노동자/NNG,2,0,0,1,0,Medium,1
노래/NNG,4,0,0.25,0.75,0,Medium,0.75
노려보/VV,1,0,0,1,0,Medium,1
노력/NNG,5,0.2,0.2,0.6,0,Medium,0.6
노면/NNG,1,0,0,1,0,Medium,1
노안/NNG,1,0,0,1,0,Medium,1
노예/NNG,1,0,0,1,0,Medium,1
노을/NNG,1,0,0,1,0,Medium,1
녹/VV,1,0,0,1,0,Medium,1
녹슬/VV,1,0,0,1,0,Medium,1
녹아내리/VV,1,0,0,1,0,Medium,1
녹음/NNG,1,0,0,1,0,Medium,1
논란/NNG,5,0.2,0,0.8,0,Medium,0.8
논리/NNG,1,0,0,1,0,Medium,1
논의/NNG,1,0,0,1,0,Medium,1
논쟁점/NNG,1,0,0,1,0,Medium,1
논점/NNG,1,0,0,1,0,Medium,1
논하/VV,1,0,0,1,0,Medium,1
놀라/VV,1,0,0,1,0,Medium,1
놀랍/VA,3,0.666666667,0,0,0.333333333,High,0.666666667
놈/NNB,1,0,0,1,0,Medium,1
농법/NNG,1,0,0,1,0,Medium,1
농사/NNG,1,1,0,0,0,High,1
농업/NNG,1,0,0,1,0,Medium,1
농촌/NNG,1,0,0,1,0,Medium,1
높/VA,25,0.36,0.12,0.52,0,Medium,0.52
높이/MAG,2,0.5,0,0.5,0,High,0.5
높이/VV,7,0,0,1,0,Medium,1
놓/VV,2,0,0,1,0,Medium,1
놓/VX,6,0.166666667,0,0.833333333,0,Medium,0.833333333
놓치/VV,1,0,0,1,0,Medium,1
뇌/NNG,2,0,0,1,0,Medium,1
누구/NP,1,0,0,1,0,Medium,1
누리/VV,1,1,0,0,0,High,1
누설/NNG,1,0,0,1,0,Medium,1
누아르/NNG,1,0,0,1,0,Medium,1
눈/NNG,14,0.142857143,0.071428571,0.785714286,0,Medium,0.785714286
눈길/NNG,5,0.2,0,0.8,0,Medium,0.8
눈물/NNG,3,0,0,1,0,Medium,1
눈부시/VA,1,1,0,0,0,High,1
눈여겨보/VV,1,0,0,1,0,Medium,1
눈치/NNG,2,0,0.5,0.5,0,Low,0.5
뉴스/NNG,1,0,0,1,0,Medium,1
느끼/VV,12,0.083333333,0.166666667,0.75,0,Medium,0.75
느낌/NNG,5,0,0.4,0.6,0,Medium,0.6
느냐/EC,1,0,0,0,1,None,1
느냐고/EC,2,0,0,1,0,Medium,1
느라/EC,1,0,0,1,0,Medium,1
는*/ETM,1,0,0,1,0,Medium,1
는/ETM,140,0.1,0.1,0.692857143,0.107142857,Medium,0.692857143
는/JX,63,0.031746032,0.238095238,0.650793651,0.079365079,Medium,0.650793651
는가/EC,1,0,0,0,1,None,1
는가/EF,3,0,0,0,1,None,1
는다/EC,2,0,0,1,0,Medium,1
는다/EF,1,0,1,0,0,Low,1
는다는/ETM,1,0,0,1,0,Medium,1
는다면/EC,1,0,1,0,0,Low,1
는데/EC,11,0,0.272727273,0.363636364,0.363636364,Medium,0.363636364
는지/EC,6,0.166666667,0,0.5,0.333333333,Medium,0.5
늘/VV,5,0.2,0.2,0.6,0,Medium,0.6
늘어나/VV,1,0,0,1,0,Medium,1
능력/NNG,1,0,1,0,0,Low,1
능숙/XR,2,0,0,1,0,Medium,1
능욕/NNG,1,0,0,1,0,Medium,1
늦/VA,1,0,0,1,0,Medium,1
늦추/VV,2,0.5,0,0.5,0,High,0.5
니/EC,3,0,0,0.333333333,0.666666667,None,0.666666667
니/EF,1,1,0,0,0,High,1
니까/EC,2,0,0,0.5,0.5,Medium,0.5
니까/EF,2,0,0.5,0,0.5,Low,0.5
님/XSN,2,0,0,1,0,Medium,1
다*/NNG,1,0,0,1,0,Medium,1
다/EC,14,0,0.142857143,0.857142857,0,Medium,0.857142857
다/EF,62,0.032258065,0.225806452,0.580645161,0.161290323,Medium,0.580645161
다/JX,2,0,0,0,1,None,1
다/MAG,7,0.285714286,0,0.428571429,0.285714286,Medium,0.428571429
다가/EC,4,0,0.5,0.5,0,Low,0.5
다가가/VV,2,0,0,1,0,Medium,1
다가오/VV,3,0.333333333,0,0.666666667,0,Medium,0.666666667
다각/NNG,1,0,0,1,0,Medium,1
다각도/NNG,1,1,0,0,0,High,1
다거나/EC,1,0,0,0,1,None,1
다고/EC,28,0.035714286,0.107142857,0.678571429,0.178571429,Medium,0.678571429
다고/EF,1,0,0,0,1,None,1
다는/ETM,20,0.05,0.15,0.65,0.15,Medium,0.65
다는데/EC,1,0,0,1,0,Medium,1
다니/VV,1,0,1,0,0,Low,1
다르*/VA,1,0,0,1,0,Medium,1
다르/VA,3,0.333333333,0.333333333,0.333333333,0,High,0.333333333
다른/MM,6,0.333333333,0,0.666666667,0,Medium,0.666666667
다리/NNG,1,0,1,0,0,Low,1
다릿살/NNG,1,0,0,1,0,Medium,1
다만/MAG,3,0,0,0,1,None,1
다며/EC,2,0.5,0,0.5,0,High,0.5
다면/EC,3,0.333333333,0.333333333,0,0.333333333,High,0.333333333
다소/MAG,2,0,0,0.5,0.5,Medium,0.5
다시/MAG,7,0.142857143,0,0.714285714,0.142857143,Medium,0.714285714
다시금/MAG,1,1,0,0,0,High,1
다시없/VA,1,1,0,0,0,High,1
다양/NNG,11,0,0.363636364,0.545454545,0.090909091,Medium,0.545454545
다양/XR,9,0,0,1,0,Medium,1
다음/NNG,1,0,0,1,0,Medium,1
다지/VV,2,0,0.5,0.5,0,Low,0.5
다짐/NNG,4,0.25,0,0.75,0,Medium,0.75
다채/XR,3,0,0,1,0,Medium,1
다치/VV,1,1,0,0,0,High,1
다투/VV,1,0,0,1,0,Medium,1
다툼/NNG,1,0,0,1,0,Medium,1
단/MAJ,1,0,0,0,1,None,1
단/MM,1,0,0,0,1,None,1
단골/NNG,1,0,0,1,0,Medium,1
단단/XR,1,0,0,1,0,Medium,1
단돈/NNG,1,0,0,1,0,Medium,1
단맛/NNG,1,0,0,1,0,Medium,1
단서/NNG,1,0,0,1,0,Medium,1
단순/XR,1,0,0,1,0,Medium,1
단순히/MAG,1,0,0,0,1,None,1
단언/NNG,1,1,0,0,0,High,1
단적/NNG,1,1,0,0,0,High,1
단절/NNG,3,0,0.333333333,0.666666667,0,Medium,0.666666667
단점/NNG,1,1,0,0,0,High,1
단정/NNG,2,0,0,1,0,Medium,1
단정/XR,1,0,0,1,0,Medium,1
단지/MAG,1,0,1,0,0,Low,1
단지/NNG,1,0,0,1,0,Medium,1
단체/NNG,1,0,0,1,0,Medium,1
단행/NNG,1,0,0,1,0,Medium,1
닫/VV,2,0.5,0,0.5,0,High,0.5
달/NNG,1,0,0,1,0,Medium,1
달갑잖/VA,1,0,0,1,0,Medium,1
달구/VV,1,0,0,1,0,Medium,1
달라지/VV,3,0,0.333333333,0.666666667,0,Medium,0.666666667
달래/VV,1,0,0,1,0,Medium,1
달러/NNB,1,0,0,1,0,Medium,1
달력/NNG,1,0,0,1,0,Medium,1
달리/MAG,2,0,0,0.5,0.5,Medium,0.5
달리/VV,3,0,0,1,0,Medium,1
달빛/NNG,1,0,0,1,0,Medium,1
달인/NNG,1,1,0,0,0,High,1
달하/VV,1,1,0,0,0,High,1
닭/NNG,1,0,0,1,0,Medium,1
담/VV,4,0.25,0.25,0.5,0,Medium,0.5
담담히/MAG,1,0,1,0,0,Low,1
답/XSA,3,0.333333333,0,0.666666667,0,Medium,0.666666667
답니다/EF,1,0,0,1,0,Medium,1
답변/NNG,1,0,0,1,0,Medium,1
답하/VV,1,0,1,0,0,Low,1
당국/NNG,1,0,0,1,0,Medium,1
당당/MAG,1,1,0,0,0,High,1
당면/NNG,1,1,0,0,0,High,1
당연/XR,5,0.2,0.2,0.4,0.2,Medium,0.4
당연히/MAG,2,0.5,0,0,0.5,High,0.5
당하/VV,1,0,0,1,0,Medium,1
당하/XSV,2,0,0.5,0.5,0,Low,0.5
당황/NNG,1,0,1,0,0,Low,1
대/NNB,4,0,0.75,0.25,0,Low,0.75
대/VX,1,0,0,1,0,Medium,1
대/XPN,1,1,0,0,0,High,1
대단/XR,1,0,0,1,0,Medium,1
대단히/MAG,1,1,0,0,0,High,1
대로/JX,6,0,0.333333333,0.666666667,0,Medium,0.666666667
대로/NNB,1,0,0,1,0,Medium,1
대립/NNG,1,1,0,0,0,High,1
대변/NNG,1,0,0,1,0,Medium,1
대비/NNG,1,0,0,1,0,Medium,1
대사/NNG,1,0,1,0,0,Low,1
대상/NNG,2,0,0,1,0,Medium,1
대수/NNG,1,0,1,0,0,Low,1
대신/NNG,1,0,0,1,0,Medium,1
대여/NNG,1,0,0,1,0,Medium,1
대응/NNG,2,0,0,1,0,Medium,1
대입/NNG,1,1,0,0,0,High,1
대작/NNG,1,0,0,1,0,Medium,1
대조/NNG,1,0,0,1,0,Medium,1
대중/NNG,2,0,0.5,0.5,0,Low,0.5
대지/NNG,1,0,0,1,0,Medium,1
대책/NNG,1,0,0,1,0,Medium,1
대폭/MAG,1,0,0,1,0,Medium,1
대표/NNG,1,0,0,1,0,Medium,1
대하/VV,10,0.1,0.3,0.6,0,Medium,0.6
대학/NNG,1,0,0,1,0,Medium,1
대항/NNG,1,0,0,1,0,Medium,1
대형/NNG,1,1,0,0,0,High,1
더/MAG,23,0.173913043,0.086956522,0.695652174,0.043478261,Medium,0.695652174
더라도/EC,4,0.25,0,0,0.75,None,0.75
더라면/EC,3,0,0,0.666666667,0.333333333,Medium,0.666666667
더러/JKB,1,0,0,0,1,None,1
더불/VV,1,0,0,0,1,None,1
더욱/MAG,9,0.444444444,0,0.555555556,0,Medium,0.555555556
더하/VV,3,0,0,1,0,Medium,1
덕/NNG,1,0,0,1,0,Medium,1
던/ETM,13,0.076923077,0.230769231,0.461538462,0.230769231,Medium,0.461538462
던가/EF,2,0.5,0,0,0.5,High,0.5
던지/VV,2,0,0,1,0,Medium,1
덜/VV,1,0,0,1,0,Medium,1
덧붙이/VV,2,0,0,1,0,Medium,1
덩어리/NNG,1,1,0,0,0,High,1
덮어놓/VV,1,0,1,0,0,Low,1
데/NNB,6,0.166666667,0,0.5,0.333333333,Medium,0.5
데리/VV,1,0,0,1,0,Medium,1
도/JX,140,0.142857143,0.114285714,0.307142857,0.435714286,None,0.435714286
도/NNG,1,1,0,0,0,High,1
도둑/NNG,1,0,0,1,0,Medium,1
도드라지/VV,1,0,0,1,0,Medium,1
도록/EC,18,0.055555556,0.055555556,0.444444444,0.444444444,Medium,0.444444444
도마/NNG,1,0,0,1,0,Medium,1
도망치/VV,1,0,0,1,0,Medium,1
도시/NNG,1,0,0,1,0,Medium,1
도약/NNG,1,0,0,1,0,Medium,1
도와주/VV,1,0,0,1,0,Medium,1
도움/NNG,7,0.142857143,0,0.857142857,0,Medium,0.857142857
도의/NNG,1,1,0,0,0,High,1
도입/NNG,2,0.5,0,0.5,0,High,0.5
도저/XR,1,0,1,0,0,Low,1
도저히/MAG,1,1,0,0,0,High,1
도전/NNG,3,0,0,1,0,Medium,1
도처/NNG,1,0,0,1,0,Medium,1
도취/NNG,1,0,0,1,0,Medium,1
독과점/NNG,1,1,0,0,0,High,1
독립/NNG,2,0,0.5,0.5,0,Low,0.5
독서/NNG,1,0,0,1,0,Medium,1
독설/NNG,1,1,0,0,0,High,1
독자/NNG,1,0,0,1,0,Medium,1
독점/NNG,2,0,0,1,0,Medium,1
독특/NNG,1,0,0,1,0,Medium,1
독특/XR,3,0,0,1,0,Medium,1
돈/NNG,2,0,0,1,0,Medium,1
돋보이/VV,3,0.333333333,0,0.666666667,0,Medium,0.666666667
돋아나/VV,1,0,0,1,0,Medium,1
돌/NNG,1,0,0,1,0,Medium,1
돌/VV,1,1,0,0,0,High,1
돌리/VV,1,0,0,1,0,Medium,1
돌아가/VV,1,0,0,1,0,Medium,1
돌아서/VV,1,0,0,1,0,Medium,1
돌아앉/VV,1,0,0,1,0,Medium,1
돌아오/VV,3,0,0.666666667,0.333333333,0,Low,0.666666667
돕/VV,4,0.25,0.25,0.5,0,Medium,0.5
동/NNG,1,1,0,0,0,High,1
동료/NNG,1,0,0,1,0,Medium,1
동무/NNG,1,0,0,1,0,Medium,1
동물/NNG,1,0,0,1,0,Medium,1
동시/NNG,1,0,0,1,0,Medium,1
동아리/NNG,1,0,0,1,0,Medium,1
동안/NNG,3,0.333333333,0.333333333,0.333333333,0,High,0.333333333
동요/NNG,1,0,0,1,0,Medium,1
동의/NNG,1,0,1,0,0,Low,1
동이/NNG,1,1,0,0,0,High,1
동작/NNG,1,0,0,1,0,Medium,1
동참/NNG,2,0,0,1,0,Medium,1
동포/NNG,1,0,0,1,0,Medium,1
되/VV,53,0.245283019,0.094339623,0.603773585,0.056603774,Medium,0.603773585
되/XSA,1,0,0,1,0,Medium,1
되/XSV,80,0.0875,0.0875,0.8125,0.0125,Medium,0.8125
되도록/MAG,1,0,0,1,0,Medium,1
되돌아보/VV,1,0,0,1,0,Medium,1
되살리/VV,2,0,0,1,0,Medium,1
되찾/VV,3,0.333333333,0.333333333,0.333333333,0,High,0.333333333
두/MM,4,0.25,0,0.75,0,Medium,0.75
두/VV,2,1,0,0,0,High,1
두드러지/VA,1,0,0,1,0,Medium,1
두드러지/VV,1,1,0,0,0,High,1
두렵/VA,2,0,0,1,0,Medium,1
두르/VV,1,0,1,0,0,Low,1
둔갑/NNG,3,0,0.333333333,0.666666667,0,Medium,0.666666667
둘/NR,1,0,0,1,0,Medium,1
둘러대/VV,1,0,0,1,0,Medium,1
뒤/NNG,4,0,0.5,0.5,0,Low,0.5
뒤떨어지/VV,1,0,0,1,0,Medium,1
뒤섞이/VV,1,0,1,0,0,Low,1
뒤흔들/VV,1,0,0,1,0,Medium,1
뒷맛/NNG,1,0,0,1,0,Medium,1
뒷받침/NNG,4,0.5,0,0.5,0,High,0.5
드디어/MAG,1,0,0,0,1,None,1
드러나/VV,1,1,0,0,0,High,1
드러내/VV,3,0,0.333333333,0.666666667,0,Medium,0.666666667
드물/VA,3,0,0,1,0,Medium,1
득세/NNG,1,0,0,1,0,Medium,1
든/EC,2,0.5,0,0.5,0,High,0.5
든지/EC,3,0.333333333,0,0.666666667,0,Medium,0.666666667
듣/VV,3,0,0,1,0,Medium,1
들/VV,15,0.133333333,0.2,0.666666667,0,Medium,0.666666667
들/VX,1,0,0,1,0,Medium,1
들/XSN,69,0.028985507,0.15942029,0.797101449,0.014492754,Medium,0.797101449
들리/VV,3,0,0,1,0,Medium,1
들썩거리/VV,1,0,0,1,0,Medium,1
들어가/VV,4,0,0,1,0,Medium,1
들어오/VV,2,0,0.5,0.5,0,Low,0.5
들이/VV,1,0,0,1,0,Medium,1
들치/VV,1,1,0,0,0,High,1
듬뿍/MAG,2,0.5,0,0.5,0,High,0.5
듯/EC,4,0,0,0.25,0.75,None,0.75
듯/NNB,6,0,0.166666667,0.666666667,0.166666667,Medium,0.666666667
등/NNB,11,0,0.272727273,0.727272727,0,Medium,0.727272727
등급/NNG,1,1,0,0,0,High,1
등록/NNG,1,0,1,0,0,Low,1
등산/NNG,1,0,0,1,0,Medium,1
등산인/NNG,1,0,0,1,0,Medium,1
디/EC,1,0,0,1,0,Medium,1
디스크/NNG,1,0,0,1,0,Medium,1
디자이너/NNG,1,0,1,0,0,Low,1
디테일/NNG,1,0,1,0,0,Low,1
따뜻/XR,1,0,0,1,0,Medium,1
따라가/VV,1,0,0,1,0,Medium,1
따라서/MAJ,7,0,0,0,1,None,1
따로/MAG,1,0,0,1,0,Medium,1
따르/VV,9,0.111111111,0.111111111,0.555555556,0.222222222,Medium,0.555555556
따리/VV,1,1,0,0,0,High,1
따위/NNB,2,0,0.5,0,0.5,Low,0.5
따지/VV,1,0,0,1,0,Medium,1
딱하/VA,2,0,0.5,0.5,0,Low,0.5
딸/NNG,1,0,0,1,0,Medium,1
땀/NNG,1,1,0,0,0,High,1
땅/NNG,1,0,0,1,0,Medium,1
때/NNG,11,0.090909091,0.272727273,0.636363636,0,Medium,0.636363636
때때로/MAG,1,0,0,1,0,Medium,1
때려치/VV,1,1,0,0,0,High,1
때문/NNB,12,0,0,0.5,0.5,Medium,0.5
떠나/VV,5,0,0.4,0.6,0,Medium,0.6
떠들/VV,1,0,0,1,0,Medium,1
떠오르/VV,4,0.25,0,0.75,0,Medium,0.75
떡/NNG,2,0,0,1,0,Medium,1
떨/VV,1,0,0,1,0,Medium,1
떨리/VV,1,0,0,1,0,Medium,1
떨어지/VV,4,0.75,0,0.25,0,High,0.75
떨치/VV,1,0,0,1,0,Medium,1
떼/VV,2,0,0,1,0,Medium,1
또/MAG,7,0,0,0.571428571,0.428571429,Medium,0.571428571
또는/MAG,1,0,0,1,0,Medium,1
또래/NNG,1,0,0,1,0,Medium,1
또한/MAG,5,0,0,0,1,None,1
똑같/VA,1,0,0,1,0,Medium,1
똑바로/MAG,1,1,0,0,0,High,1
뚝/MAG,1,0,0,1,0,Medium,1
뚫/VV,3,0,0,1,0,Medium,1
뛰/VV,2,0.5,0,0.5,0,High,0.5
뛰어나/VA,2,1,0,0,0,High,1
뛰어넘/VV,1,0,0,1,0,Medium,1
뛰어다니/VV,1,1,0,0,0,High,1
뛰쳐나오/VV,1,0,0,1,0,Medium,1
뜨/VV,1,0,0,1,0,Medium,1
뜨겁/VA,3,0,0,1,0,Medium,1
뜯어보/VV,1,0,0,1,0,Medium,1
뜻/NNG,5,0,0,1,0,Medium,1
뜻밖에/MAG,1,0,0,0,1,None,1
띄/VV,5,0.2,0,0.8,0,Medium,0.8
ㄹ/ETM,187,0.101604278,0.085561497,0.406417112,0.406417112,Medium,0.406417112
ㄹ/JKO,2,0,0,0,1,None,1
ㄹ게요/EF,1,0,0,1,0,Medium,1
ㄹ까/EC,3,0,0.666666667,0.333333333,0,Low,0.666666667
ㄹ까/EF,3,0,0.333333333,0,0.666666667,None,0.666666667
ㄹ까요/EF,1,0,0,0,1,None,1
ㄹ래/EF,1,0,0,0,1,None,1
ㄹ수록/EC,1,0,0,0,1,None,1
ㄹ지*/EC,1,0,0,0,1,None,1
ㄹ지/EC,2,0,0.5,0.5,0,Low,0.5
라/EC,17,0,0,0.058823529,0.941176471,None,0.941176471
라/EF,1,0,0,1,0,Medium,1
라고/EC,12,0.083333333,0.25,0.666666667,0,Medium,0.666666667
라고/JKQ,4,0,0,1,0,Medium,1
라는/ETM,9,0,0.111111111,0.555555556,0.333333333,Medium,0.555555556
라니/EF,1,0,0,0,1,None,1
라니까/EF,1,0,0,1,0,Medium,1
라도/EC,3,0,0,0.333333333,0.666666667,None,0.666666667
라며/EC,3,0,0.333333333,0.666666667,0,Medium,0.666666667
라면/EC,2,0,0,0.5,0.5,Medium,0.5
라우/EF,1,0,0,1,0,Medium,1
란/ETM,1,0,0,1,0,Medium,1
랄까/EC,1,0,1,0,0,Low,1
러/EC,2,0,0.5,0.5,0,Low,0.5
러브/NNG,2,0,0.5,0.5,0,Low,0.5
레크리에이션/NNG,1,0,0,1,0,Medium,1
레포츠/NNG,1,0,0,1,0,Medium,1
려/EC,2,0,0.5,0,0.5,Low,0.5
려고/EC,4,0,0,0.25,0.75,None,0.75
려는/ETM,6,0,0.166666667,0.5,0.333333333,Medium,0.5
려다/EC,1,0,0,0,1,None,1
려면/EC,3,0,0.333333333,0,0.666666667,None,0.666666667
로/JKB,59,0.084745763,0.06779661,0.779661017,0.06779661,Medium,0.779661017
로부터/JKB,1,0,0,1,0,Medium,1
로서/JKB,1,0,1,0,0,Low,1
롭*/XSA,1,0,0,1,0,Medium,1
롭/XSA,14,0.142857143,0.071428571,0.785714286,0,Medium,0.785714286
률/XSN,3,0.333333333,0.333333333,0.333333333,0,High,0.333333333
를/JKO,157,0.133757962,0.121019108,0.74522293,0,Medium,0.74522293
리/NNB,2,0,0,0.5,0.5,Medium,0.5
리듬/NNG,1,0,0,1,0,Medium,1
리라/EF,1,0,0,0,1,None,1
리란/ETM,1,1,0,0,0,High,1
ㅁ/ETN,22,0.045454545,0.136363636,0.772727273,0.045454545,Medium,0.772727273
마/EF,1,0,0,1,0,Medium,1
마감/NNG,1,0,0,1,0,Medium,1
마냥/MAG,1,0,0,1,0,Medium,1
마다/JX,2,0,0,1,0,Medium,1
마당/NNG,1,0,0,1,0,Medium,1
마땅/XR,2,1,0,0,0,High,1
마련/NNB,6,0,0.333333333,0.333333333,0.333333333,Low,0.333333333
마렵/VA,1,0,0,1,0,Medium,1
마리산/NNP,1,1,0,0,0,High,1
마비/NNG,1,0,0,1,0,Medium,1
마시/VV,1,0,0,1,0,Medium,1
마약/NNG,1,1,0,0,0,High,1
마음/NNG,17,0.058823529,0.117647059,0.823529412,0,Medium,0.823529412
마음껏/MAG,2,0,0,1,0,Medium,1
마음먹/VV,1,0,1,0,0,Low,1
마인드/NNG,1,0,0,1,0,Medium,1
마저/JX,3,0,0,0.333333333,0.666666667,None,0.666666667
마주치/VV,1,0,1,0,0,Low,1
마지막/NNG,1,0,0,1,0,Medium,1
마지못하/VA,1,0,0,0,1,None,1
마찬가지/NNG,2,0,0,1,0,Medium,1
마침/MAG,1,0,0,0,1,None,1
막/NNG,1,0,0,1,0,Medium,1
막/VV,3,0,0,1,0,Medium,1
막다르/VA,1,0,0,1,0,Medium,1
막대/XR,1,0,0,1,0,Medium,1
막막/XR,1,0,0,1,0,Medium,1
막중/XR,2,0,0,1,0,Medium,1
막히/VV,1,0,0,1,0,Medium,1
만/JX,39,0.102564103,0.051282051,0.41025641,0.435897436,None,0.435897436
